country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url
Afghanistan,660910,0,NA,NA,2021-07-12,manually,pdf,http://covid.moph-dw.org/#/
Barbados,195982,0,NA,NA,2021-07-12,manually,automated,https://gisbarbados.gov.bb/covid-19/
Benin,640586,0,604310,0,2021-07-12,manually,automated,https://africacdc.org/covid-19/
Bhutan,NA,0,NA,NA,2021-07-12,manually,image,https://www.facebook.com/MoHBhutan/
Bolivia,1941375,0,NA,NA,2021-07-12,manually,image,https://www.minsalud.gob.bo/
Brazil,NA,0,NA,NA,2021-07-12,manually,automated,https://viz.saude.gov.br/extensions/DEMAS_C19Insumos_TESTES/DEMAS_C19Insumos_TESTES.html
Brunei,145694,0,NA,NA,2021-07-12,manually,automated,http://www.moh.gov.bn/Lists/Latest%20news/AllItems.aspx
Cambodia,NA,0,NA,NA,2021-07-12,manually,automated,http://cdcmoh.gov.kh/
China,NA,0,NA,NA,2021-07-12,manually,without_information,NA
Colombia,NA,0,NA,NA,2021-07-12,manually,json,https://twitter.com/MinSaludCol
CostaRica,1598600,0,NA,NA,2021-07-12,manually,csv,http://geovision.uned.ac.cr/oges/index.html
Croatia,2193449,0,NA,NA,2021-07-12,manually,automated,https://www.koronavirus.hr/najnovije/ukupno-dosad-382-zarazene-osobe-u-hrvatskoj/35
Cuba,5628936,0,NA,NA,2021-07-12,manually,not_yet_automated,http://www.cubadebate.cu/?s=Cuba+reporta
Cyprus,NA,0,NA,NA,2021-07-12,manually,not_yet_automated_daily,https://covid19.ucy.ac.cy/
Dominica,NA,0,NA,NA,2021-07-12,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,1775161,0,NA,NA,2021-07-12,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4
Eswatini,NA,0,NA,NA,2021-07-12,manually,automated,https://africacdc.org/covid-19/
FrenchPolynesia,NA,0,NA,NA,2021-07-12,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
Georgia,NA,0,NA,NA,2021-07-12,manually,not_yet_automated_daily,https://stopcov.ge/en/
Germany,NA,0,NA,NA,2021-07-12,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html
Greenland,NA,0,NA,NA,2021-07-12,manually,automated,https://nun.gl/emner/borgere/coronavirus_emne/foelg_smittespredningen?sc_lang=da
Guatemala,NA,0,NA,NA,2021-07-12,manually,automated,https://tablerocovid.mspas.gob.gt/
Guyana,NA,0,NA,NA,2021-07-12,manually,image,https://www.health.gov.gy/
Honduras,NA,0,NA,NA,2021-07-12,manually,image,http://www.desastres.hn/COVID-19/COVID-19.png
HongKong,NA,0,NA,NA,2021-07-12,manually,pdf,https://www.chp.gov.hk/files/pdf/statistics_on_covid_19_testing.pdf
Iran,24671220,0,NA,NA,2021-07-12,manually,automated,http://irangov.ir/search?key=Health%20Ministry&title=1
Iraq,NA,0,NA,NA,2021-07-12,manually,image,https://www.facebook.com/MOH.GOV.IQ
Israel,15031542,0,NA,NA,2021-07-12,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general
Jamaica,NA,0,NA,NA,2021-07-12,manually,automated,https://www.moh.gov.jm/?s=COVID-19+Clinical+Management+Summary
Japan,16293838,0,NA,NA,2021-07-12,manually,automated,https://www.mhlw.go.jp/stf/houdou/houdou_list_202007.html
Jordan,NA,0,NA,NA,2021-07-12,manually,automated,https://corona.moh.gov.jo/en
Kazakhstan,NA,0,NA,NA,2021-07-12,manually,special_dashboard,https://hls.kz/
Kosovo,687166,0,NA,NA,2021-07-12,manually,facebook,https://www.facebook.com/IKSHPK
Kuwait,3151199,0,NA,NA,2021-07-12,manually,twitter,https://twitter.com/KUWAIT_MOH
Kyrgyzstan,NA,0,NA,NA,2021-07-12,manually,image,https://www.instagram.com/daryger_sunushu/
LaoPeoplesDemocraticRepublic,NA,0,NA,NA,2021-07-12,manually,automated,https://www.covid19.gov.la/index.php
Luxembourg,NA,0,NA,NA,2021-07-12,manually,not_yet_automated_daily,https://msan.gouvernement.lu/fr/graphiques-evolution.html
Malaysia,NA,0,NA,NA,2021-07-12,manually,facebook,https://www.facebook.com/kementeriankesihatanmalaysia/photos/10157490776386237
Maldives,NA,0,NA,NA,2021-07-12,manually,twitter,https://twitter.com/HPA_MV/status/1348675860627419136
Malta,NA,0,NA,NA,2021-07-12,manually,automated,https://timesofmalta.com/articles/view/watch-live-daily-coronavirus-briefing.790073
Moldova,NA,0,NA,NA,2021-07-12,manually,not_yet_automated_daily,https://msmps.gov.md/?s=cazuri+de+COVID-19
Montenegro,NA,0,NA,NA,2021-07-12,manually,without_information,https://www.ijzcg.me/me/coronainfocg
Myanmar,2881246,0,NA,NA,2021-07-12,manually,automated,https://mohs.gov.mm/Main/content/publication/2019-ncov
OccupiedPalestinianterritory,1932252,0,NA,NA,2021-07-12,manually,automated,https://corona.ps/
Oman,NA,0,NA,NA,2021-07-12,manually,twitter,https://twitter.com/OmanVSCovid19
Pakistan,15152403,0,NA,NA,2021-07-12,manually,automated,http://covid.gov.pk/
Panama,3143680,0,NA,NA,2021-07-12,manually,twitter,https://twitter.com/MINSAPma/status/1325931093804113925/photo/1
PapuaNewGuinea,NA,0,NA,NA,2021-07-12,manually,problems_webpage,https://covid19.info.gov.pg/
