country,date,cases,deaths,new_cases,new_deaths,last_update
Haiti,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Honduras,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Hungary,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Iceland,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
India,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Indonesia,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Iran,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Iraq,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Ireland,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Israel,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Italy,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Jamaica,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Japan,2020-01-22,2,0,2,0,2020-07-01T21:43:55Z
Jordan,2020-01-22,0,0,-2,0,2020-07-01T21:43:55Z
Kazakhstan,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Kenya,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Kuwait,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Kyrgyzstan,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Latvia,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Lebanon,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Lesotho,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Liberia,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Libya,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Liechtenstein,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Lithuania,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Luxembourg,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Madagascar,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Malawi,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Malaysia,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Maldives,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Mali,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Malta,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Mauritania,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Mauritius,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Mexico,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Monaco,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Mongolia,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Montenegro,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Morocco,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Mozambique,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Namibia,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Nepal,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Netherlands,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Nicaragua,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Niger,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Nigeria,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Norway,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Oman,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Pakistan,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Panama,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Paraguay,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Peru,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Philippines,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Poland,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Portugal,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Qatar,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Romania,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Russia,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Rwanda,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Senegal,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Serbia,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Seychelles,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Singapore,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Slovakia,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Slovenia,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Somalia,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Spain,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Sudan,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Suriname,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Sweden,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Switzerland,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Tajikistan,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Thailand,2020-01-22,2,0,2,0,2020-07-01T21:43:55Z
Timor-Leste,2020-01-22,0,0,-2,0,2020-07-01T21:43:55Z
Togo,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Tunisia,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Turkey,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Uganda,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Ukraine,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Uruguay,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Uzbekistan,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Venezuela,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Vietnam,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Yemen,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Zambia,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Zimbabwe,2020-01-22,0,0,0,0,2020-07-01T21:43:55Z
Afghanistan,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Albania,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Algeria,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Andorra,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Angola,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Argentina,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Armenia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Australia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Austria,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Azerbaijan,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Bahamas,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Bahrain,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Bangladesh,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Barbados,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Belarus,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Belgium,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Belize,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Benin,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Bhutan,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Bolivia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Botswana,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Brazil,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Brunei,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Bulgaria,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Burma,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Burundi,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Cambodia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Cameroon,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Canada,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Chad,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Chile,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
China,2020-01-23,643,18,643,18,2020-07-01T21:43:55Z
Colombia,2020-01-23,0,0,-643,-18,2020-07-01T21:43:55Z
Comoros,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Croatia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Cuba,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Cyprus,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Czechia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Denmark,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Djibouti,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Dominica,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Ecuador,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Egypt,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Eritrea,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Estonia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Ethiopia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Fiji,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Finland,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
France,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Gabon,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Gambia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Georgia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Germany,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Ghana,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Greece,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Grenada,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Guatemala,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Guinea,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Guinea-Bissau,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Guyana,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Haiti,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Honduras,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Hungary,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Iceland,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
India,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Indonesia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Iran,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Iraq,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Ireland,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Israel,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Italy,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Jamaica,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Japan,2020-01-23,2,0,2,0,2020-07-01T21:43:55Z
Jordan,2020-01-23,0,0,-2,0,2020-07-01T21:43:55Z
Kazakhstan,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Kenya,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Kuwait,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Kyrgyzstan,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Latvia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Lebanon,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Lesotho,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Liberia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Libya,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Liechtenstein,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Lithuania,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Luxembourg,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Madagascar,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Malawi,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Malaysia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Maldives,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Mali,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Malta,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Mauritania,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Mauritius,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Mexico,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Monaco,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Mongolia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Montenegro,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Morocco,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Mozambique,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Namibia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Nepal,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Netherlands,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Nicaragua,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Niger,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Nigeria,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Norway,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Oman,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Pakistan,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Panama,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Paraguay,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Peru,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Philippines,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Poland,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Portugal,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Qatar,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Romania,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Russia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Rwanda,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Senegal,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Serbia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Seychelles,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Singapore,2020-01-23,1,0,1,0,2020-07-01T21:43:55Z
Slovakia,2020-01-23,0,0,-1,0,2020-07-01T21:43:55Z
Slovenia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Somalia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Spain,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Sudan,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Suriname,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Sweden,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Switzerland,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Tajikistan,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Thailand,2020-01-23,3,0,3,0,2020-07-01T21:43:55Z
Timor-Leste,2020-01-23,0,0,-3,0,2020-07-01T21:43:55Z
Togo,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Tunisia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Turkey,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Uganda,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Ukraine,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Uruguay,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Uzbekistan,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Venezuela,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Vietnam,2020-01-23,2,0,2,0,2020-07-01T21:43:55Z
Yemen,2020-01-23,0,0,-2,0,2020-07-01T21:43:55Z
Zambia,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Zimbabwe,2020-01-23,0,0,0,0,2020-07-01T21:43:55Z
Afghanistan,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Albania,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Algeria,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Andorra,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Angola,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Argentina,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Armenia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Australia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Austria,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Azerbaijan,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Bahamas,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Bahrain,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Bangladesh,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Barbados,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Belarus,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Belgium,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Belize,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Benin,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Bhutan,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Bolivia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Botswana,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Brazil,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Brunei,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Bulgaria,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Burma,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Burundi,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Cambodia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Cameroon,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Canada,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Chad,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Chile,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
China,2020-01-24,920,26,920,26,2020-07-01T21:43:55Z
Colombia,2020-01-24,0,0,-920,-26,2020-07-01T21:43:55Z
Comoros,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Croatia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Cuba,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Cyprus,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Czechia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Denmark,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Djibouti,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Dominica,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Ecuador,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Egypt,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Eritrea,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Estonia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Ethiopia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Fiji,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Finland,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
France,2020-01-24,2,0,2,0,2020-07-01T21:43:55Z
Gabon,2020-01-24,0,0,-2,0,2020-07-01T21:43:55Z
Gambia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Georgia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Germany,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Ghana,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Greece,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Grenada,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Guatemala,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Guinea,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Guinea-Bissau,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Guyana,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Haiti,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Honduras,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Hungary,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Iceland,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
India,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Indonesia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Iran,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Iraq,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Ireland,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Israel,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Italy,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Jamaica,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Japan,2020-01-24,2,0,2,0,2020-07-01T21:43:55Z
Jordan,2020-01-24,0,0,-2,0,2020-07-01T21:43:55Z
Kazakhstan,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Kenya,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Kuwait,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Kyrgyzstan,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Latvia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Lebanon,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Lesotho,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Liberia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Libya,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Liechtenstein,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Lithuania,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Luxembourg,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Madagascar,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Malawi,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Malaysia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Maldives,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Mali,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Malta,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Mauritania,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Mauritius,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Mexico,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Monaco,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Mongolia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Montenegro,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Morocco,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Mozambique,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Namibia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Nepal,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Netherlands,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Nicaragua,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Niger,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Nigeria,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Norway,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Oman,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Pakistan,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Panama,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Paraguay,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Peru,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Philippines,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Poland,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Portugal,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Qatar,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Romania,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Russia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Rwanda,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Senegal,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Serbia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Seychelles,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Singapore,2020-01-24,3,0,3,0,2020-07-01T21:43:55Z
Slovakia,2020-01-24,0,0,-3,0,2020-07-01T21:43:55Z
Slovenia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Somalia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Spain,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Sudan,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Suriname,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Sweden,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Switzerland,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Tajikistan,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Thailand,2020-01-24,5,0,5,0,2020-07-01T21:43:55Z
Timor-Leste,2020-01-24,0,0,-5,0,2020-07-01T21:43:55Z
Togo,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Tunisia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Turkey,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Uganda,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Ukraine,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Uruguay,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Uzbekistan,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Venezuela,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Vietnam,2020-01-24,2,0,2,0,2020-07-01T21:43:55Z
Yemen,2020-01-24,0,0,-2,0,2020-07-01T21:43:55Z
Zambia,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Zimbabwe,2020-01-24,0,0,0,0,2020-07-01T21:43:55Z
Afghanistan,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Albania,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Algeria,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Andorra,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Angola,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Argentina,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Armenia,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Australia,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Austria,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Azerbaijan,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Bahamas,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Bahrain,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Bangladesh,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Barbados,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Belarus,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Belgium,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
Belize,2020-01-25,0,0,0,0,2020-07-01T21:43:55Z
