country,date,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,source
Bhutan,2021-04-05,NA,NA,NA,NA,manually
Bolivia,2021-04-05,NA,NA,NA,NA,manually
Brunei,2021-04-05,NA,NA,NA,NA,manually
China,2021-04-05,NA,NA,NA,NA,manually
Colombia,2021-04-05,NA,NA,NA,NA,manually
CostaRica,2021-04-05,NA,NA,NA,NA,manually
Croatia,2021-04-05,NA,NA,NA,NA,manually
Dominica,2021-04-05,NA,NA,NA,NA,manually
DominicanRepublic,2021-04-05,NA,NA,NA,NA,manually
FrenchPolynesia,2021-04-05,NA,NA,NA,NA,manually
Georgia,2021-04-05,NA,NA,NA,NA,manually
Germany,2021-04-05,NA,NA,NA,NA,manually
Greenland,2021-04-05,NA,NA,NA,NA,manually
Grenada,2021-04-05,NA,NA,NA,NA,manually
Guyana,2021-04-05,NA,NA,NA,NA,manually
Honduras,2021-04-05,NA,NA,NA,NA,manually
HongKong,2021-04-05,NA,NA,NA,NA,manually
Iraq,2021-04-05,NA,NA,NA,NA,manually
Israel,2021-04-05,NA,NA,NA,NA,manually
Jamaica,2021-04-05,NA,NA,NA,NA,manually
Japan,2021-04-05,NA,NA,NA,NA,manually
Kazakhstan,2021-04-05,NA,NA,NA,NA,manually
Kosovo,2021-04-05,NA,NA,NA,NA,manually
Kuwait,2021-04-05,NA,NA,NA,NA,manually
Kyrgyzstan,2021-04-05,NA,NA,NA,NA,manually
Luxembourg,2021-04-05,NA,NA,NA,NA,manually
Malaysia,2021-04-05,NA,NA,NA,NA,manually
Maldives,2021-04-05,NA,NA,NA,NA,manually
Mauritania,2021-04-05,225960,-27520,225960,-27520,manually
Moldova,2021-04-05,NA,NA,NA,NA,manually
Montenegro,2021-04-05,NA,NA,NA,NA,manually
Netherlands,2021-04-05,NA,NA,NA,NA,manually
NewCaledonia,2021-04-05,NA,NA,NA,NA,manually
Oman,2021-04-05,NA,NA,NA,NA,manually
Panama,2021-04-05,NA,NA,NA,NA,manually
Peru,2021-04-05,NA,NA,NA,NA,manually
Poland,2021-04-05,NA,NA,NA,NA,manually
Russia,2021-04-05,NA,NA,NA,NA,manually
SaintVincentandtheGrenadines,2021-04-05,NA,NA,NA,NA,manually
SaudiArabia,2021-04-05,NA,NA,NA,NA,manually
Scotland,2021-04-05,NA,NA,NA,NA,manually
SriLanka,2021-04-05,NA,NA,NA,NA,manually
Sweden,2021-04-05,NA,NA,NA,NA,manually
Tajikistan,2021-04-05,NA,NA,NA,NA,manually
Thailand,2021-04-05,NA,NA,NA,NA,manually
TheBahamas,2021-04-05,NA,NA,NA,NA,manually
Uzbekistan,2021-04-05,NA,NA,NA,NA,manually
Venezuela,2021-04-05,NA,NA,NA,NA,manually
Vietnam,2021-04-05,NA,NA,NA,NA,manually
